invested_amount,quantity,entry_price,exit_price,index,entry_time,exit_time,pnl,percentage_move,rsi
99951.40000000001,907,110.2,109.09800000000001,5700,2025-04-25 10:10:00+05:30,2025-04-25 10:25:00+05:30,-999.5139999999906,1,13
99989.1,783,127.7,127.34,8610,2025-06-19 12:50:00+05:30,2025-06-19 15:25:00+05:30,-281.87999999999954,1,13
99939.59999999999,782,127.8,127.34,8610,2025-06-19 13:05:00+05:30,2025-06-19 15:25:00+05:30,-359.71999999999514,1,13
99962.59999999999,713,140.2,141.60199999999998,9663,2025-07-10 09:20:00+05:30,2025-07-10 09:25:00+05:30,999.6259999999907,1,13
99915.1,730,136.87,138.2387,9742,2025-07-11 09:35:00+05:30,2025-07-11 09:45:00+05:30,999.1509999999926,1,13
99970.20000000001,765,130.68,129.37320000000003,10294,2025-07-23 10:05:00+05:30,2025-07-23 12:00:00+05:30,-999.7019999999857,1,13
99900.2,914,109.3,109.0,14235,2025-10-08 15:05:00+05:30,2025-10-08 15:25:00+05:30,-274.19999999999743,1,13
99918.0,915,109.2,109.0,14235,2025-10-08 15:20:00+05:30,2025-10-08 15:25:00+05:30,-183.00000000000261,1,13
99909.6,939,106.4,105.336,14706,2025-10-17 09:25:00+05:30,2025-10-17 10:55:00+05:30,-999.0960000000067,1,13
99981.0,1035,96.6,97.56599999999999,15681,2025-11-11 09:35:00+05:30,2025-11-11 09:55:00+05:30,999.8099999999938,1,13
99980.4,1014,98.6,97.61399999999999,2402,2025-02-14 09:35:00+05:30,2025-02-14 10:35:00+05:30,-999.8040000000043,1,14
99953.89,1063,94.03,94.97030000000001,3074,2025-02-28 09:50:00+05:30,2025-02-28 10:20:00+05:30,999.5389000000082,1,14
99979.64000000001,998,100.18,101.0,3810,2025-03-13 15:05:00+05:30,2025-03-13 15:25:00+05:30,818.3599999999932,1,14
99951.40000000001,907,110.2,109.09800000000001,5700,2025-04-25 10:10:00+05:30,2025-04-25 10:25:00+05:30,-999.5139999999906,1,14
99939.59999999999,782,127.8,127.34,8610,2025-06-19 13:05:00+05:30,2025-06-19 15:25:00+05:30,-359.71999999999514,1,14
99962.59999999999,713,140.2,141.60199999999998,9663,2025-07-10 09:20:00+05:30,2025-07-10 09:25:00+05:30,999.6259999999907,1,14
99915.1,730,136.87,138.2387,9742,2025-07-11 09:35:00+05:30,2025-07-11 09:45:00+05:30,999.1509999999926,1,14
99970.20000000001,765,130.68,129.37320000000003,10294,2025-07-23 10:05:00+05:30,2025-07-23 12:00:00+05:30,-999.7019999999857,1,14
99976.0,800,124.97,123.72030000000001,10479,2025-07-25 11:20:00+05:30,2025-07-25 14:55:00+05:30,-999.759999999992,1,14
99918.0,915,109.2,109.0,14235,2025-10-08 15:20:00+05:30,2025-10-08 15:25:00+05:30,-183.00000000000261,1,14
99922.0,940,106.3,105.237,14713,2025-10-17 09:35:00+05:30,2025-10-17 11:30:00+05:30,-999.2200000000023,1,14
99981.0,1035,96.6,97.56599999999999,15681,2025-11-11 09:35:00+05:30,2025-11-11 09:55:00+05:30,999.8099999999938,1,14
99944.0,961,104.0,104.82,1560,2025-01-30 14:35:00+05:30,2025-01-30 15:25:00+05:30,788.0199999999934,1,15
99947.25,975,102.51,101.4849,2188,2025-02-11 09:55:00+05:30,2025-02-11 11:30:00+05:30,-999.4725000000087,1,15
99980.4,1014,98.6,97.61399999999999,2402,2025-02-14 09:35:00+05:30,2025-02-14 10:35:00+05:30,-999.8040000000043,1,15
99953.89,1063,94.03,94.97030000000001,3074,2025-02-28 09:50:00+05:30,2025-02-28 10:20:00+05:30,999.5389000000082,1,15
99979.64000000001,998,100.18,101.0,3810,2025-03-13 15:05:00+05:30,2025-03-13 15:25:00+05:30,818.3599999999932,1,15
99951.40000000001,907,110.2,109.09800000000001,5700,2025-04-25 10:10:00+05:30,2025-04-25 10:25:00+05:30,-999.5139999999906,1,15
99941.4,780,128.13,126.8487,7190,2025-05-26 09:15:00+05:30,2025-05-26 09:35:00+05:30,-999.4140000000014,1,15
99939.59999999999,782,127.8,127.34,8610,2025-06-19 13:05:00+05:30,2025-06-19 15:25:00+05:30,-359.71999999999514,1,15
99962.59999999999,713,140.2,141.60199999999998,9663,2025-07-10 09:20:00+05:30,2025-07-10 09:25:00+05:30,999.6259999999907,1,15
99915.1,730,136.87,138.2387,9742,2025-07-11 09:35:00+05:30,2025-07-11 09:45:00+05:30,999.1509999999926,1,15
99931.20000000001,764,130.8,129.49200000000002,10294,2025-07-23 10:10:00+05:30,2025-07-23 12:00:00+05:30,-999.3119999999944,1,15
99954.9,799,125.1,123.84899999999999,10449,2025-07-25 11:00:00+05:30,2025-07-25 12:25:00+05:30,-999.5490000000038,1,15
99976.0,800,124.97,123.72030000000001,10479,2025-07-25 11:20:00+05:30,2025-07-25 14:55:00+05:30,-999.759999999992,1,15
99918.0,915,109.2,109.0,14235,2025-10-08 15:20:00+05:30,2025-10-08 15:25:00+05:30,-183.00000000000261,1,15
99922.0,940,106.3,105.237,14713,2025-10-17 09:35:00+05:30,2025-10-17 11:30:00+05:30,-999.2200000000023,1,15
99981.0,1035,96.6,97.56599999999999,15681,2025-11-11 09:35:00+05:30,2025-11-11 09:55:00+05:30,999.8099999999938,1,15
99897.5,775,128.9,127.611,444,2025-01-10 09:40:00+05:30,2025-01-10 09:55:00+05:30,-998.9750000000012,1,16
99944.0,961,104.0,104.82,1560,2025-01-30 14:35:00+05:30,2025-01-30 15:25:00+05:30,788.0199999999934,1,16
99936.91,947,105.53,104.88,2160,2025-02-10 12:20:00+05:30,2025-02-10 15:25:00+05:30,-615.5500000000054,1,16
99947.25,975,102.51,101.4849,2188,2025-02-11 09:55:00+05:30,2025-02-11 11:30:00+05:30,-999.4725000000087,1,16
99966.75,975,102.53,101.5047,2188,2025-02-11 10:05:00+05:30,2025-02-11 11:30:00+05:30,-999.6675000000014,1,16
99980.4,1014,98.6,97.61399999999999,2402,2025-02-14 09:35:00+05:30,2025-02-14 10:35:00+05:30,-999.8040000000043,1,16
99953.89,1063,94.03,94.97030000000001,3074,2025-02-28 09:50:00+05:30,2025-02-28 10:20:00+05:30,999.5389000000082,1,16
99979.64000000001,998,100.18,101.0,3810,2025-03-13 15:05:00+05:30,2025-03-13 15:25:00+05:30,818.3599999999932,1,16
99951.40000000001,907,110.2,109.09800000000001,5700,2025-04-25 10:10:00+05:30,2025-04-25 10:25:00+05:30,-999.5139999999906,1,16
